Site,Partition,&alpha;,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length,MEME LogL,FEL LogL,Variation p
95,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
96,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
97,1,"0.61","0.00","1.00","0.92","0.00","0.00","0.67","0.00","0.00","-10.99","-10.99","1.00"
98,1,"1.11","0.00","1.00","1.67","0.00","0.00","0.67","0.00","0.00","-10.52","-10.52","1.00"
99,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
100,1,"0.85","0.00","1.00","1.28","0.00","0.00","0.67","0.00","0.00","-17.13","-17.13","1.00"
101,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
102,1,"1.39","0.00","1.00","2.09","0.00","0.00","0.67","0.00","0.00","-23.22","-23.22","1.00"
103,1,"0.86","0.18","1.00","1.29","0.00","0.00","0.67","0.00","0.00","-21.00","-21.00","1.00"
104,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
105,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
106,1,"0.86","0.00","1.00","1.29","0.00","0.00","0.67","0.00","0.00","-10.23","-10.23","1.00"
107,1,"0.97","0.43","1.00","1.46","0.00","0.00","0.67","0.00","0.00","-34.08","-34.08","1.00"
108,1,"0.87","0.00","1.00","1.31","0.00","0.00","0.67","0.00","0.00","-9.94","-9.94","1.00"
109,1,"0.48","0.00","1.00","0.72","0.00","0.00","0.67","0.00","0.00","-11.34","-11.34","1.00"
110,1,"2.46","0.00","1.00","3.69","0.00","0.00","0.67","0.00","0.00","-25.58","-25.58","1.00"
111,1,"1.11","0.00","1.00","1.67","0.00","0.00","0.67","0.00","0.00","-9.43","-9.43","1.00"
112,1,"0.39","0.00","1.00","0.58","0.00","0.00","0.67","0.00","0.00","-11.10","-11.10","1.00"
113,1,"1.11","0.00","1.00","1.67","0.00","0.00","0.67","0.00","0.00","-10.06","-10.06","1.00"
114,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
115,1,"0.85","0.00","1.00","1.28","0.00","0.00","0.67","0.00","0.00","-18.46","-18.46","1.00"
116,1,"0.61","0.00","1.00","0.92","0.00","0.00","0.67","0.00","0.00","-10.95","-10.95","1.00"
117,1,"0.37","0.00","1.00","0.56","0.00","0.00","0.67","0.00","0.00","-11.55","-11.55","1.00"
118,1,"0.86","0.00","1.00","1.30","0.00","0.00","0.67","0.00","0.00","-12.30","-12.30","1.00"
119,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
120,1,"1.27","0.00","1.00","1.91","0.00","0.00","0.67","0.00","0.00","-24.21","-24.21","1.00"
121,1,"2.24","0.00","1.00","3.36","0.00","0.00","0.67","0.00","0.00","-15.21","-15.21","1.00"
122,1,"5.26","0.38","1.00","7.90","0.00","0.00","0.67","0.00","0.00","-46.78","-46.78","1.00"
123,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
124,1,"0.61","0.00","1.00","0.92","0.00","0.00","0.67","0.00","0.00","-11.65","-11.65","1.00"
125,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
126,1,"0.91","0.00","1.00","1.37","0.00","0.00","0.67","0.00","0.00","-18.47","-18.47","1.00"
127,1,"1.44","0.00","1.00","2.15","0.00","0.00","0.67","0.00","0.00","-21.24","-21.24","1.00"
128,1,"0.87","0.00","1.00","1.31","0.00","0.00","0.67","0.00","0.00","-12.79","-12.79","1.00"
129,1,"1.55","0.00","1.00","2.33","0.00","0.00","0.67","0.00","0.00","-28.52","-28.52","1.00"
130,1,"2.24","0.00","1.00","3.36","0.00","0.00","0.67","0.00","0.00","-14.11","-14.11","1.00"
131,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
132,1,"0.98","0.00","1.00","1.48","0.00","0.00","0.67","0.00","0.00","-24.53","-24.53","1.00"
133,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
134,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
135,1,"0.00","0.00","0.50","0.65","0.50","1.26","0.27","1.00","0.00","-12.61","-12.61","1.00"
136,1,"1.73","0.21","1.00","2.60","0.00","0.00","0.67","0.00","0.00","-24.07","-24.07","1.00"
137,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
138,1,"0.44","0.31","1.00","0.84","0.00","0.00","0.67","0.00","0.00","-18.02","-18.02","1.00"
139,1,"0.77","0.00","1.00","1.16","0.00","0.00","0.67","0.00","0.00","-17.10","-17.10","1.00"
140,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
141,1,"0.62","0.00","1.00","0.92","0.00","0.00","0.67","0.00","0.00","-10.12","-10.12","1.00"
142,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
143,1,"0.39","0.00","1.00","0.80","0.00","0.00","0.67","0.00","0.00","-11.12","-11.10","0.98"
144,1,"1.04","0.00","1.00","1.57","0.00","0.00","0.67","0.00","0.00","-16.78","-16.78","1.00"
145,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
146,1,"0.33","0.00","1.00","0.49","0.00","0.00","0.67","0.00","0.00","-10.27","-10.27","1.00"
147,1,"0.61","0.00","1.00","0.92","0.00","0.00","0.67","0.00","0.00","-10.88","-10.88","1.00"
148,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
149,1,"1.26","0.00","1.00","1.91","0.00","0.00","0.67","0.00","0.00","-15.73","-15.73","1.00"
150,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
151,1,"1.84","0.00","1.00","2.77","0.00","0.00","0.67","0.00","0.00","-18.63","-18.63","1.00"
152,1,"1.04","0.44","1.00","1.56","0.00","0.00","0.67","0.00","0.00","-27.50","-27.50","1.00"
153,1,"0.00","0.00","0.52","0.84","0.48","0.02","0.63","3.00","0.00","-28.67","-28.67","0.99"
154,1,"0.85","0.22","1.00","1.28","0.00","0.00","0.67","0.00","0.00","-19.79","-19.79","1.00"
155,1,"0.00","0.00","0.01","0.23","0.99","0.47","0.44","1.00","0.00","-10.82","-10.82","1.00"
156,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
157,1,"1.05","0.47","1.00","1.64","0.00","0.00","0.67","0.00","0.00","-23.24","-23.24","1.00"
158,1,"0.86","0.37","1.00","1.29","0.00","0.00","0.67","0.00","0.00","-23.49","-23.49","1.00"
159,1,"0.00","0.00","0.01","0.38","0.99","0.21","0.52","2.00","0.00","-14.00","-14.00","1.00"
160,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
161,1,"0.86","0.00","1.00","1.30","0.00","0.00","0.67","0.00","0.00","-10.22","-10.22","1.00"
162,1,"1.17","0.00","1.00","2.00","0.00","0.00","0.67","0.00","0.00","-21.52","-21.52","1.00"
163,1,"0.60","0.00","1.00","0.89","0.00","0.00","0.67","0.00","0.00","-11.15","-11.15","1.00"
164,1,"0.67","0.34","1.00","1.00","0.00","0.00","0.67","0.00","0.00","-25.65","-25.65","1.00"
165,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
166,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
167,1,"2.33","0.00","1.00","3.49","0.00","0.00","0.67","0.00","0.00","-28.69","-28.69","1.00"
168,1,"0.63","0.00","1.00","0.94","0.00","0.00","0.67","0.00","0.00","-11.65","-11.65","1.00"
169,1,"1.15","0.18","1.00","2.08","0.00","0.00","0.67","0.00","0.00","-33.99","-33.99","1.00"
170,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
171,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
172,1,"2.89","0.00","1.00","4.34","0.00","0.00","0.67","0.00","0.00","-37.45","-37.45","1.00"
173,1,"1.04","0.00","1.00","1.56","0.00","0.00","0.67","0.00","0.00","-16.09","-16.09","1.00"
174,1,"0.21","0.00","1.00","0.31","0.00","0.00","0.67","0.00","0.00","-13.21","-13.21","1.00"
175,1,"0.43","0.00","1.00","0.64","0.00","0.00","0.67","0.00","0.00","-10.87","-10.87","1.00"
176,1,"1.73","0.00","1.00","2.60","0.00","0.00","0.67","0.00","0.00","-17.35","-17.35","1.00"
177,1,"0.97","0.00","1.00","1.46","0.00","0.00","0.67","0.00","0.00","-28.72","-28.72","1.00"
178,1,"2.25","0.00","1.00","3.37","0.00","0.00","0.67","0.00","0.00","-16.36","-16.36","1.00"
179,1,"1.84","0.00","1.00","2.77","0.00","0.00","0.67","0.00","0.00","-20.25","-20.25","1.00"
180,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
181,1,"1.73","0.00","1.00","2.60","0.00","0.00","0.67","0.00","0.00","-18.14","-18.14","1.00"
182,1,"0.40","0.00","1.00","0.63","0.00","0.00","0.67","0.00","0.00","-10.58","-10.58","1.00"
183,1,"2.74","0.00","1.00","4.11","0.00","0.00","0.67","0.00","0.00","-38.77","-38.77","1.00"
184,1,"1.11","0.00","1.00","1.67","0.00","0.00","0.67","0.00","0.00","-10.53","-10.53","1.00"
185,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
186,1,"1.11","0.00","1.00","1.67","0.00","0.00","0.67","0.00","0.00","-8.67","-8.67","1.00"
187,1,"0.62","0.00","1.00","0.93","0.00","0.00","0.67","0.00","0.00","-9.82","-9.82","1.00"
188,1,"1.47","0.00","1.00","2.20","0.00","0.00","0.67","0.00","0.00","-20.36","-20.36","1.00"
189,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
190,1,"1.16","0.00","1.00","1.74","0.00","0.00","0.67","0.00","0.00","-19.71","-19.71","1.00"
191,1,"1.21","0.00","1.00","1.81","0.00","0.00","0.67","0.00","0.00","-15.26","-15.26","1.00"
192,1,"1.96","0.00","1.00","2.94","0.00","0.00","0.67","0.00","0.00","-26.87","-26.87","1.00"
193,1,"1.11","0.00","1.00","1.67","0.00","0.00","0.67","0.00","0.00","-10.07","-10.07","1.00"
194,1,"2.12","0.00","1.00","3.17","0.00","0.00","0.67","0.00","0.00","-23.73","-23.73","1.00"
195,1,"1.04","0.00","1.00","1.57","0.00","0.00","0.67","0.00","0.00","-17.49","-17.49","1.00"
196,1,"1.55","0.00","1.00","2.33","0.00","0.00","0.67","0.00","0.00","-26.89","-26.89","1.00"
197,1,"0.62","0.00","1.00","0.93","0.00","0.00","0.67","0.00","0.00","-11.15","-11.15","1.00"
198,1,"1.62","0.00","1.00","2.43","0.00","0.00","0.67","0.00","0.00","-17.27","-17.27","1.00"
199,1,"0.87","0.00","1.00","1.31","0.00","0.00","0.67","0.00","0.00","-11.92","-11.92","1.00"
200,1,"0.91","0.00","1.00","1.37","0.00","0.00","0.67","0.00","0.00","-15.98","-15.98","1.00"
201,1,"0.87","0.00","1.00","1.31","0.00","0.00","0.67","0.00","0.00","-19.63","-19.63","1.00"
202,1,"2.11","0.00","1.00","3.16","0.00","0.00","0.67","0.00","0.00","-32.22","-32.22","1.00"
203,1,"3.49","0.00","1.00","5.23","0.00","0.00","0.67","0.00","0.00","-41.52","-41.52","1.00"
204,1,"0.39","0.00","1.00","0.58","0.00","0.00","0.67","0.00","0.00","-9.99","-9.99","1.00"
205,1,"2.06","0.00","1.00","3.09","0.00","0.00","0.67","0.00","0.00","-33.00","-33.00","1.00"
206,1,"1.93","0.00","1.00","3.81","0.00","0.00","0.67","0.00","0.00","-28.10","-28.10","1.00"
207,1,"0.49","0.00","1.00","0.74","0.00","0.00","0.67","0.00","0.00","-10.73","-10.73","1.00"
208,1,"3.13","0.00","1.00","4.70","0.00","0.00","0.67","0.00","0.00","-29.23","-29.23","1.00"
209,1,"2.39","0.00","1.00","3.58","0.00","0.00","0.67","0.00","0.00","-23.97","-23.97","1.00"
210,1,"1.11","0.00","1.00","1.67","0.00","0.00","0.67","0.00","0.00","-8.95","-8.95","1.00"
211,1,"0.86","0.00","1.00","1.30","0.00","0.00","0.67","0.00","0.00","-10.82","-10.82","1.00"
212,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
213,1,"0.44","0.00","1.00","0.68","0.00","0.00","0.67","0.00","0.00","-10.23","-10.22","1.00"
214,1,"2.08","0.00","1.00","3.13","0.00","0.00","0.67","0.00","0.00","-25.00","-25.00","1.00"
215,1,"1.22","0.00","1.00","1.83","0.00","0.00","0.67","0.00","0.00","-16.98","-16.98","1.00"
216,1,"0.39","0.00","1.00","0.58","0.00","0.00","0.67","0.00","0.00","-12.71","-12.71","1.00"
217,1,"1.53","0.00","1.00","2.30","0.00","0.00","0.67","0.00","0.00","-24.72","-24.72","1.00"
218,1,"3.58","0.00","1.00","5.37","0.00","0.00","0.67","0.00","0.00","-26.49","-26.49","1.00"
219,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
220,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
221,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
222,1,"3.00","0.00","1.00","4.50","0.00","0.00","0.67","0.00","0.00","-29.34","-29.34","1.00"
223,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
224,1,"1.37","0.00","1.00","2.06","0.00","0.00","0.67","0.00","0.00","-26.62","-26.62","1.00"
225,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
226,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
227,1,"0.96","0.00","1.00","1.44","0.00","0.00","0.67","0.00","0.00","-17.00","-17.00","1.00"
228,1,"0.78","0.00","1.00","1.18","0.00","0.00","0.67","0.00","0.00","-17.63","-17.63","1.00"
229,1,"1.30","0.00","1.00","1.95","0.00","0.00","0.67","0.00","0.00","-22.63","-22.63","1.00"
230,1,"0.32","0.00","1.00","0.48","0.00","0.00","0.67","0.00","0.00","-10.57","-10.57","1.00"
231,1,"1.11","0.00","1.00","1.67","0.00","0.00","0.67","0.00","0.00","-8.72","-8.72","1.00"
232,1,"2.20","0.00","1.00","3.31","0.00","0.00","0.67","0.00","0.00","-15.89","-15.89","1.00"
233,1,"0.37","0.00","1.00","0.56","0.00","0.00","0.67","0.00","0.00","-11.60","-11.60","1.00"
234,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
235,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
236,1,"0.60","0.00","1.00","0.89","0.00","0.00","0.67","0.00","0.00","-11.15","-11.15","1.00"
237,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
238,1,"0.68","0.00","1.00","1.01","0.00","0.00","0.67","0.00","0.00","-17.08","-17.08","1.00"
239,1,"2.94","0.00","1.00","4.42","0.00","0.00","0.67","0.00","0.00","-32.36","-32.36","1.00"
240,1,"4.93","0.00","1.00","7.39","0.00","0.00","0.67","0.00","0.00","-47.68","-47.68","1.00"
241,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
242,1,"0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
243,1,"0.75","0.00","1.00","1.13","0.00","0.00","0.67","0.00","0.00","-16.97","-16.97","1.00"
244,1,"0.58","0.00","1.00","0.87","0.00","0.00","0.67","0.00","0.00","-10.15","-10.15","1.00"
245,1,"0.87","0.00","1.00","1.31","0.00","0.00","0.67","0.00","0.00","-12.30","-12.30","1.00"
246,1,"1.45","0.17","0.99","2.58","0.01","0.00","0.66","0.00","0.00","-30.79","-30.79","1.00"
247,1,"0.87","0.00","1.00","1.31","0.00","0.00","0.67","0.00","0.00","-10.63","-10.63","1.00"
248,1,"3.42","0.00","1.00","5.13","0.00","0.00","0.67","0.00","0.00","-42.53","-42.53","1.00"
